# Simulation 7 (Up to date),,,,,,,,
# 648 data points written for 9 variables.,,,,,,,,
#,,,,,,,,
# Tiempo (s),Altitud (m),Altitude above sea level (m),Velocidad vertical (m/s),Velocidad total (m/s),AceleraciÃ³n vertical (m/sÂ²),AceleraciÃ³n total (m/sÂ²),Velocidad horizontal (m/s),AceleraciÃ³n horizontal (m/sÂ²)
# Event IGNITION occurred at t=0 seconds,,,,,,,,
# Event LAUNCH occurred at t=0 seconds,,,,,,,,
"8,455","472,442","472,442","14,622","14,864","-9,874","9,875","2,671","0,136"
"8,505","473,16","473,16","14,129","14,378","-9,866","9,867","2,664","0,135"
"8,555","473,854","473,854","13,636","13,892","-9,855","9,856","2,657","0,147"
"8,605","474,524","474,524","13,143","13,408","-9,851","9,852","2,65","0,132"
"8,655","475,169","475,169","12,65","12,924","-9,848","9,849","2,644","0,115"
"8,705","475,789","475,789","12,158","12,441","-9,837","9,838","2,638","0,13"
"8,755","476,385","476,385","11,666","11,96","-9,839","9,84","2,632","0,098"
"8,805","476,956","476,956","11,174","11,479","-9,84","9,84","2,628","0,074"
"8,855","477,502","477,502","10,683",11,"-9,834","9,834","2,624","0,076"
"8,905","478,024","478,024","10,191","10,523","-9,825","9,826","2,62","0,083"
"8,955","478,521","478,521","9,7","10,047","-9,81","9,81","2,615","0,112"
"9,005","478,994","478,994","9,21","9,573","-9,802","9,803","2,61","0,116"
"9,055","479,442","479,442","8,72","9,101","-9,793","9,794","2,604","0,124"
"9,105","479,866","479,866","8,23","8,631","-9,792","9,792","2,598","0,113"
"9,155","480,265","480,265","7,741","8,164","-9,78","9,78","2,592","0,129"
"9,205","480,64","480,64","7,252","7,699","-9,769","9,77","2,585","0,14"
"9,255","480,99","480,99","6,764","7,239","-9,757","9,758","2,578","0,155"
"9,305","481,316","481,316","6,277","6,782","-9,749","9,75","2,57","0,16"
"9,355","481,618","481,618","5,789","6,331","-9,739","9,74","2,562","0,168"
"9,405","481,895","481,895","5,303","5,885","-9,733","9,735","2,553","0,166"
"9,455","482,148","482,148","4,816","5,447","-9,721","9,723","2,545","0,176"
"9,505","482,377","482,377","4,331","5,018","-9,706","9,708","2,536","0,191"
"9,555","482,581","482,581","3,846","4,601","-9,697","9,698","2,526","0,193"
"9,605","482,762","482,762","3,361","4,199","-9,686","9,688","2,516","0,197"
"9,655","482,918","482,918","2,877","3,816","-9,685","9,687","2,507","0,185"
"9,705","483,049","483,049","2,393","3,459","-9,683","9,684","2,498","0,176"
"9,755","483,157","483,157","1,909","3,136","-9,669","9,67","2,489","0,183"
"9,805","483,24","483,24","1,426","2,86","-9,657","9,658","2,48","0,187"
"9,855","483,299","483,299","0,943","2,644","-9,651","9,652","2,47","0,183"
"9,905","483,334","483,334","0,461","2,504","-9,629","9,631","2,461","0,198"
# Event APOGEE occurred at t=9.955 seconds,,,,,,,,
"9,955","483,345","483,345","-0,025","2,456","-9,723","9,723","2,456","0,084"
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=9.956 seconds,,,,,,,,
"10,005","483,332","483,332","-0,511","2,504","-9,512","9,782","2,452","2,28"
"10,107","483,23","483,23","-1,483","2,668","-8,992","9,232","2,218","2,089"
"10,215","483,017","483,017","-2,457","3,163","-8,396","8,644","1,992","2,056"
"10,331","482,676","482,676","-3,428","3,851","-7,608","7,929","1,754","2,236"
"10,457","482,183","482,183","-4,388","4,628","-6,689","7,068","1,472","2,282"
"10,599","481,496","481,496","-5,334","5,457","-5,588","6,037","1,149","2,284"
"10,764","480,535","480,535","-6,26","6,307","-4,334","4,826","0,771","2,122"
"10,971","479,145","479,145","-7,158","7,166","-2,821","3,568","0,331","2,184"
"11,252","477,028","477,028","-7,949","7,954","-1,423","2,207","0,281","1,686"
"11,705","473,279","473,279","-8,594","8,657","-0,143","1,06","1,045","1,051"
"12,153","469,415","469,415","-8,658","8,789","-0,046","0,353","1,516","0,35"
"12,597","465,562","465,562","-8,678","8,838","0,005","0,375","1,671","0,375"
"13,041","461,716","461,716","-8,676","8,868","0,002","0,32","1,837","0,32"
"13,484","457,87","457,87","-8,675","8,898","-0,001","0,043","1,979","0,043"
"13,927","454,026","454,026","-8,676","8,903","0,004","0,049","1,998","0,049"
"14,37","450,184","450,184","-8,674","8,906","0,009","0,321","2,02","0,321"
"14,813","446,343","446,343","-8,67","8,936","-0,001","0,06","2,162","0,06"
"15,256","442,504","442,504","-8,671","8,943","0,018","0,536","2,189","0,536"
"15,698","438,667","438,667","-8,663","8,88","-0,01","0,147","1,951","0,146"
"16,141","434,829","434,829","-8,667","8,899","0,003","0,1","2,016","0,1"
"16,584","430,994","430,994","-8,666","8,887","0,018","0,545","1,972","0,545"
"17,026","427,162","427,162","-8,658","8,936","-0,011","0,083","2,213","0,082"
"17,469","423,329","423,329","-8,663","8,95","0,003","0,039","2,249","0,039"
"17,911","419,498","419,498","-8,661","8,944","0,009","0,314","2,232","0,314"
"18,353","415,67","415,67","-8,657","8,907","-0,001","0,028","2,093","0,028"
"18,795","411,841","411,841","-8,658","8,91","0,004","0,094","2,106","0,094"
"19,237","408,015","408,015","-8,656","8,899","0,006","0,243","2,064","0,243"
"19,679","404,191","404,191","-8,653","8,872","0,005","0,294","1,957","0,294"
"20,121","400,368","400,368","-8,651","8,899","-0,0005916","0,054","2,087","0,054"
"20,563","396,545","396,545","-8,651","8,905","0,006","0,234","2,111","0,234"
"21,005","392,725","392,725","-8,648","8,878","0,001","0,066","2,008","0,066"
"21,446","388,906","388,906","-8,648","8,871","0,006","0,243","1,979","0,243"
"21,888","385,088","385,088","-8,645","8,845","0,003","0,213","1,871","0,213"
"22,329","381,272","381,272","-8,644","8,864","0,002","0,121","1,966","0,121"
"22,771","377,457","377,457","-8,643","8,852","0,003","0,009","1,912","0,009"
"23,212","373,644","373,644","-8,642","8,851","0,006","0,227","1,916","0,227"
"23,653","369,832","369,832","-8,639","8,871","0,005","0,275","2,016","0,275"
"24,094","366,022","366,022","-8,637","8,842","0,001","0,156","1,895","0,156"
"24,535","362,213","362,213","-8,636","8,827","0,003","0,098","1,826","0,098"
"24,976","358,405","358,405","-8,635","8,817","0,004","0,116","1,783","0,116"
"25,417","354,599","354,599","-8,633","8,805","0,005","0,197","1,732","0,197"
"25,858","350,794","350,794","-8,631","8,821","0,003","0,164","1,818","0,164"
"26,298","346,991","346,991","-8,63","8,834","0,002","0,008","1,891","0,008"
"26,739","343,189","343,189","-8,629","8,833","0,005","0,154","1,887","0,154"
"27,179","339,388","339,388","-8,627","8,816","0,003","0,06","1,819","0,06"
"27,62","335,589","335,589","-8,625","8,821","0,004","0,128","1,846","0,127"
"28,06","331,792","331,792","-8,624","8,831","0,003","0,033","1,902","0,032"
"28,5","327,995","327,995","-8,622","8,827","0,007","0,27","1,888","0,27"
"28,941","324,201","324,201","-8,619","8,85","0,0001346","0,073","2,007","0,073"
"29,441","319,891","319,891","-8,619","8,841","0,004","0,099","1,97","0,099"
"29,881","316,099","316,099","-8,617","8,83","0,003","0,003","1,927","0,001"
"30,321","312,309","312,309","-8,616","8,829","0,006","0,214","1,927","0,214"
"30,76","308,52","308,52","-8,613","8,847","0,001","0,02","2,022","0,02"
"31,2","304,732","304,732","-8,613","8,849","0,006","0,2","2,031","0,2"
"31,64","300,946","300,946","-8,61","8,867","0,005","0,262","2,118","0,262"
"32,079","297,161","297,161","-8,608","8,838","0,0001124","0,0004595","2,003","0,0004455"
"32,579","292,857","292,857","-8,608","8,838","0,005","0,106","2,004","0,106"
"33,019","289,076","289,076","-8,606","8,826","0,011","0,402","1,957","0,401"
"33,458","285,296","285,296","-8,601","8,783","-0,000991","0,267","1,781","0,267"
"33,898","281,516","281,516","-8,601","8,761","0,002","0,184","1,663","0,184"
"34,337","277,738","277,738","-8,601","8,776","0,002","0,014","1,744","0,014"
"34,776","273,962","273,962","-8,6","8,774","0,004","0,044","1,738","0,044"
"35,215","270,187","270,187","-8,598","8,768","0,014","0,444","1,719","0,444"
"35,654","266,414","266,414","-8,592","8,803","0,002","0,395","1,914","0,395"
"36,093","262,642","262,642","-8,592","8,841","-0,004","0,09","2,087","0,09"
"36,532","258,87","258,87","-8,593","8,834","0,007","0,28","2,048","0,28"
"36,971","255,101","255,101","-8,59","8,803","0,001","0,172","1,925","0,172"
"37,409","251,333","251,333","-8,59","8,787","0,005","0,23","1,849","0,23"
"37,848","247,566","247,566","-8,588","8,806","0,004","0,262","1,95","0,262"
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=37.849 seconds,,,,,,,,
"37,849","247,557","247,557","-8,588","8,806","24,367","24,384","1,95","0,911"
"37,89","247,226","247,226","-7,588","7,826","16,878","16,888","1,913","0,576"
"37,949","246,806","246,806","-6,589","6,851","10,319","10,332","1,879","0,533"
"38,046","246,217","246,217","-5,59","5,881","4,681","4,681","1,827","0,083"
"38,239","245,224","245,224","-4,686","5,024","0,381","0,426","1,811","0,191"
"38,469","244,155","244,155","-4,598","4,958","0,005","0,206","1,855","0,206"
"38,704","243,075","243,075","-4,597","4,939","9,158E-05","0,155","1,806","0,155"
"39,204","240,777","240,777","-4,597","4,968","0,004","0,23","1,884","0,23"
"39,439","239,698","239,698","-4,596","4,947","0,008","0,426","1,83","0,425"
"39,674","238,619","238,619","-4,595","4,984","-0,008","0,01","1,93","0,006"
"39,908","237,54","237,54","-4,597","4,986","0,002","0,107","1,931","0,107"
"40,143","236,461","236,461","-4,596","4,995","0,002","0,181","1,957","0,181"
"40,378","235,382","235,382","-4,596","4,978","0,004","0,309","1,914","0,309"
"40,613","234,304","234,304","-4,595","4,95","-0,002","0,176","1,842","0,176"
"40,847","233,225","233,225","-4,595","4,966","0,001","0,182","1,883","0,182"
"41,082","232,147","232,147","-4,595","4,982","0,002","0,208","1,925","0,208"
"41,317","231,068","231,068","-4,595","4,963","0,001","0,227","1,877","0,227"
"41,551","229,99","229,99","-4,594","4,983","0,003","0,295","1,93","0,295"
"41,786","228,912","228,912","-4,594","4,956","0,011","0,53","1,861","0,53"
"42,021","227,835","227,835","-4,591","5,002","0,0005644","0,522","1,985","0,522"
"42,255","226,757","226,757","-4,591","4,954","-0,01","0,241","1,863","0,24"
"42,49","225,679","225,679","-4,593","4,936","0,017","0,618","1,806","0,618"
"42,725","224,602","224,602","-4,589","4,881","-0,018","0,081","1,661","0,079"
"42,96","223,524","223,524","-4,593","4,891","0,007","0,356","1,68","0,356"
"43,194","222,447","222,447","-4,592","4,919","0,015","0,638","1,763","0,638"
"43,429","221,37","221,37","-4,588","4,971","-0,02","0,051","1,913","0,048"
"43,663","220,292","220,292","-4,593","4,971","0,018","0,581","1,902","0,581"
"43,898","219,215","219,215","-4,588","5,021","-0,015","0,138","2,038","0,137"
"44,133","218,138","218,138","-4,592","5,037","0,011","0,461","2,07","0,461"
"44,367","217,062","217,062","-4,59","4,991","-0,002","0,382","1,962","0,382"
"44,602","215,985","215,985","-4,59","5,028","-0,006","0,093","2,052","0,093"
"44,836","214,908","214,908","-4,591","5,038","0,001","0,13","2,073","0,13"
"45,071","213,832","213,832","-4,591","5,05","0,007","0,356","2,104","0,356"
"45,305","212,755","212,755","-4,59","5,084","0,01","0,55","2,187","0,55"
"45,54","211,679","211,679","-4,587","5,028","-0,013","0,175","2,059","0,174"
"45,774","210,603","210,603","-4,59","5,048","0,002","0,235","2,099","0,235"
"46,009","209,527","209,527","-4,59","5,07","0,001","0,245","2,155","0,245"
"46,243","208,451","208,451","-4,589","5,095","0,008","0,449","2,212","0,449"
"46,478","207,375","207,375","-4,588","5,048","0,008","0,59","2,107","0,59"
"46,712","206,3","206,3","-4,586","4,99","-0,016","0,124","1,968","0,123"
"46,947","205,224","205,224","-4,589","5,005","0,002","0,19","1,997","0,19"
"47,181","204,148","204,148","-4,589","5,022","0,0002152","0,143","2,042","0,143"
"47,415","203,073","203,073","-4,589","5,036","0,001","0,146","2,075","0,146"
"47,65","201,998","201,998","-4,588","5,05","0,004","0,274","2,109","0,274"
"47,884","200,923","200,923","-4,588","5,076","0,035","0,866","2,173","0,865"
"48,118","199,849","199,849","-4,579","5,159","-0,012","0,699","2,376","0,699"
"48,353","198,773","198,773","-4,582","5,239","-0,023","0,144","2,54","0,142"
"48,588","197,698","197,698","-4,588","5,26","0,039","0,874","2,574","0,873"
"48,822","196,624","196,624","-4,579","5,155","-0,03","0,373","2,369","0,372"
"49,057","195,549","195,549","-4,586","5,122","0,031","0,852","2,282","0,852"
"49,291","194,475","194,475","-4,578","5,03","-0,027","0,42","2,082","0,419"
"49,526","193,4","193,4","-4,585","4,996","0,002","0,447","1,984","0,447"
"49,76","192,326","192,326","-4,584","4,954","0,002","0,47","1,879","0,47"
"49,994","191,252","191,252","-4,584","4,913","-0,01","0,02","1,769","0,018"
"50,229","190,178","190,178","-4,586","4,917","0,008","0,366","1,773","0,366"
"50,463","189,104","189,104","-4,584","4,947","-0,002","0,258","1,859","0,258"
"50,697","188,03","188,03","-4,585","4,97","-0,0005739","0,19","1,919","0,19"
"50,931","186,956","186,956","-4,585","4,954","0,008","0,41","1,875","0,41"
"51,165","185,883","185,883","-4,583","4,989","0,008","0,545","1,971","0,545"
"51,399","184,809","184,809","-4,581","5,039","-0,013","0,141","2,098","0,141"
"51,634","183,736","183,736","-4,585","5,056","0,013","0,5","2,131","0,5"
"51,868","182,663","182,663","-4,582","5,104","-0,01","0,197","2,249","0,197"
"52,102","181,589","181,589","-4,584","5,085","0,005","0,356","2,202","0,356"
"52,336","180,516","180,516","-4,583","5,049","-0,0005663","0,309","2,119","0,309"
"52,57","179,443","179,443","-4,583","5,08","0,0005805","0,295","2,191","0,295"
"52,804","178,371","178,371","-4,583","5,11","0,007","0,459","2,26","0,459"
"53,039","177,298","177,298","-4,581","5,157","-0,009","0,112","2,368","0,112"
"53,273","176,225","176,225","-4,583","5,147","0,0004507","0,04","2,342","0,04"
"53,507","175,153","175,153","-4,583","5,151","0,0009751","0,034","2,351","0,034"
"53,741","174,08","174,08","-4,583","5,154","0,002","0,114","2,359","0,114"
"53,975","173,008","173,008","-4,582","5,142","0,018","0,594","2,332","0,594"
"54,209","171,936","171,936","-4,578","5,076","-0,016","0,107","2,193","0,105"
"54,443","170,864","170,864","-4,582","5,069","0,0009047","0,096","2,169","0,096"
"54,677","169,792","169,792","-4,582","5,059","0,001","0,123","2,146","0,123"
"54,911","168,72","168,72","-4,581","5,047","0,007","0,356","2,118","0,356"
"55,145","167,649","167,649","-4,58","5,011","0,009","0,534","2,034","0,534"
"55,379","166,577","166,577","-4,578","5,061","-0,014","0,021","2,159","0,016"
"55,613","165,505","165,505","-4,581","5,062","0,011","0,438","2,155","0,438"
"55,847","164,434","164,434","-4,578","5,105","-0,005","0,258","2,258","0,258"
"56,081","163,363","163,363","-4,579","5,079","-0,0004682","0,194","2,197","0,194"
"56,315","162,292","162,292","-4,58","5,099","-0,0004152","0,101","2,243","0,101"
"56,549","161,22","161,22","-4,58","5,089","0,009","0,406","2,219","0,406"
"56,782","160,15","160,15","-4,578","5,129","0,008","0,544","2,314","0,544"
"57,016","159,079","159,079","-4,576","5,071","-0,014","0,083","2,187","0,081"
"57,25","158,008","158,008","-4,579","5,083","0,01","0,422","2,206","0,422"
"57,484","156,938","156,938","-4,577","5,039","0,003","0,459","2,107","0,459"
"57,718","155,867","155,867","-4,576","4,994","-0,004","0,327",2,"0,327"
"57,952","154,797","154,797","-4,577","5,026","-0,0005623","0,276","2,076","0,276"
"58,186","153,726","153,726","-4,577","5,053","-0,002","0,158","2,141","0,158"
"58,42","152,656","152,656","-4,578","5,069","0,0005744","0,131","2,178","0,131"
"58,653","151,586","151,586","-4,578","5,056","0,002","0,174","2,147","0,174"
"58,887","150,516","150,516","-4,577","5,073","0,008","0,419","2,188","0,419"
"59,121","149,446","149,446","-4,575","5,03","0,004","0,481","2,09","0,481"
"59,355","148,377","148,377","-4,574","4,983","-0,011","0,049","1,977","0,047"
"59,589","147,307","147,307","-4,577","4,99","0,003","0,218","1,989","0,218"
"59,822","146,237","146,237","-4,576","5,01","0,003","0,31","2,04","0,31"
"60,056","145,168","145,168","-4,575","4,98","0,012","0,556","1,967","0,556"
"60,29","144,099","144,099","-4,572","4,928","-0,008","0,356","1,837","0,356"
"60,523","143,029","143,029","-4,574","4,961","0,002","0,396","1,92","0,396"
"60,757","141,96","141,96","-4,574","4,926","-0,007","0,008","1,828","0,004"
"60,991","140,891","140,891","-4,575","4,927","0,021","0,62","1,827","0,619"
"61,225","139,823","139,823","-4,571","4,978","-0,018","0,137","1,972","0,136"
"61,458","138,754","138,754","-4,575","4,994","8,753E-05","0,028","2,003","0,028"
"61,958","136,466","136,466","-4,575",5,"0,018","0,56","2,017","0,56"
"62,192","135,398","135,398","-4,571","4,945","-0,013","0,173","1,887","0,172"
"62,426","134,329","134,329","-4,574","4,963","2,059E-05","0,104","1,927","0,104"
"62,926","132,043","132,043","-4,574","4,943","0,019","0,586","1,875","0,585"
"63,159","130,975","130,975","-4,569","4,992","-0,014","0,198","2,012","0,197"
"63,393","129,907","129,907","-4,573","5,014","0,011","0,491","2,058","0,491"
"63,626","128,839","128,839","-4,57","5,06","-0,008","0,265","2,172","0,265"
"63,86","127,772","127,772","-4,572","5,088","0,002","0,289","2,234","0,289"
"64,094","126,704","126,704","-4,571","5,059","-0,002","0,161","2,167","0,161"
"64,327","125,636","125,636","-4,572","5,043","0,004","0,301","2,129","0,301"
"64,561","124,569","124,569","-4,571","5,013","-0,0008373","0,235","2,059","0,235"
"64,794","123,502","123,502","-4,571","4,991","-0,001","0,119","2,004","0,119"
"65,028","122,435","122,435","-4,571","5,002","0,002","0,203","2,032","0,203"
"65,261","121,368","121,368","-4,571","5,021","-0,0001678","0,137","2,079","0,137"
"65,494","120,301","120,301","-4,571","5,008","0,002","0,195","2,047","0,195"
"65,728","119,234","119,234","-4,57","4,989","0,0005704","0,173","2,002","0,173"
"65,961","118,167","118,167","-4,57","4,973","0,009","0,429","1,961","0,429"
"66,195","117,101","117,101","-4,568","4,933","0,004","0,497","1,861","0,497"
"66,428","116,035","116,035","-4,567","4,889","-0,012","0,017","1,745","0,013"
"66,662","114,968","114,968","-4,57","4,893","0,001","0,054","1,748","0,054"
"66,895","113,902","113,902","-4,57","4,888","0,008","0,372","1,736","0,372"
"67,128","112,836","112,836","-4,568","4,856","0,017","0,676","1,649","0,676"
"67,362","111,77","111,77","-4,564","4,908","0,007","0,755","1,807","0,755"
"67,595","110,704","110,704","-4,562","4,974","-0,026","0,195","1,983","0,193"
"67,829","109,638","109,638","-4,568","4,962","0,002","0,243","1,938","0,243"
"68,062","108,572","108,572","-4,568","4,94","-0,002","0,067","1,881","0,067"
"68,295","107,506","107,506","-4,568","4,946","0,001","0,096","1,897","0,096"
"68,529","106,441","106,441","-4,568","4,955","0,000515","0,001","1,919","0,001"
"68,762","105,376","105,376","-4,568","4,955","0,001","0,059","1,919","0,059"
"68,995","104,31","104,31","-4,567","4,96","0,0009532","0,055","1,933","0,055"
"69,228","103,245","103,245","-4,567","4,955","0,001","0,06","1,92","0,06"
"69,461","102,18","102,18","-4,567","4,96","0,0009824","0,06","1,934","0,06"
"69,695","101,115","101,115","-4,567","4,965","0,002","0,143","1,948","0,143"
"69,928","100,05","100,05","-4,566","4,978","-5,145E-05","0,018","1,982","0,018"
"70,428","97,767","97,767","-4,566","4,981","0,002","0,011","1,991","0,011"
"70,661","96,703","96,703","-4,566","4,98","0,008","0,375","1,988","0,375"
"70,894","95,638","95,638","-4,564","5,014","-0,006","0,04","2,075","0,04"
"71,127","94,574","94,574","-4,565","5,011","0,0009039","0,004","2,066","0,004"
"71,36","93,51","93,51","-4,565","5,011","0,003","0,203","2,065","0,203"
"71,594","92,446","92,446","-4,564","5,03","0,022","0,67","2,113","0,669"
"71,827","91,382","91,382","-4,559","4,962","-0,01","0,482","1,957","0,482"
"72,06","90,318","90,318","-4,562","4,92","-0,01","0,14","1,844","0,14"
"72,293","89,254","89,254","-4,564","4,935","0,001","0,17","1,877","0,17"
"72,526","88,19","88,19","-4,564","4,95","0,007","0,381","1,917","0,381"
"72,759","87,127","87,127","-4,562","4,983","-0,001","0,319","2,006","0,319"
"72,992","86,063","86,063","-4,562","4,954","0,001","0,321","1,931","0,321"
"73,225",85,85,"-4,562","4,925","0,004","0,41","1,856","0,41"
"73,459","83,937","83,937","-4,561","4,961","0,004","0,474","1,952","0,474"
"73,692","82,874","82,874","-4,56","5,005","0,026","0,848","2,063","0,848"
"73,925","81,812","81,812","-4,554","5,084","-0,031","0,306","2,26","0,305"
"74,158","80,748","80,748","-4,561","5,123","0,003","0,36","2,331","0,36"
"74,391","79,685","79,685","-4,561","5,084","-0,005","0,107","2,247","0,107"
"74,624","78,622","78,622","-4,562","5,096","0,029","0,757","2,272","0,757"
"74,857","77,56","77,56","-4,555","5,014","-0,026","0,211","2,096","0,21"
"75,09","76,497","76,497","-4,561","4,999","-0,0006579","0,107","2,047","0,107"
"75,323","75,435","75,435","-4,561","5,01","0,017","0,568","2,072","0,568"
"75,556","74,373","74,373","-4,557","5,062","-0,01","0,331","2,204","0,33"
"75,789","73,31","73,31","-4,56","5,031","-6,272E-05","0,297","2,127","0,297"
"76,289","71,031","71,031","-4,56","5,096","0,0008096","0,249","2,276","0,249"
"76,522","69,969","69,969","-4,559","5,07","0,048","0,997","2,218","0,996"
"76,755","68,908","68,908","-4,548","4,963","-0,023","0,72","1,986","0,719"
"76,988","67,846","67,846","-4,554","4,903","-0,024","0,182","1,818","0,18"
"77,222","66,784","66,784","-4,559","4,893","0,002","0,243","1,776","0,243"
"77,454","65,722","65,722","-4,559","4,872","0,029","0,777","1,72","0,776"
"77,687","64,662","64,662","-4,552","4,933","-0,021","0,41","1,9","0,409"
"77,92","63,6","63,6","-4,557","4,975","0,011","0,61","1,996","0,61"
"78,153","62,539","62,539","-4,554","4,917","-0,013","0,31","1,854","0,31"
"78,386","61,478","61,478","-4,557","4,893","0,023","0,734","1,782","0,734"
"78,619","60,418","60,418","-4,552","4,953","-0,026","0,034","1,953","0,022"
"78,852","59,356","59,356","-4,558","4,957","0,002","0,13","1,947","0,13"
"79,085","58,295","58,295","-4,557","4,968","0,004","0,273","1,978","0,273"
"79,317","57,235","57,235","-4,557","4,993","-0,003","0,004","2,041","0,003"
"79,55","56,174","56,174","-4,557","4,993","0,009","0,408","2,04","0,408"
"79,783","55,114","55,114","-4,555","5,031","-0,008","0,012","2,135","0,009"
"80,016","54,054","54,054","-4,557","5,031","0,001","0,101","2,133","0,101"
"80,248","52,994","52,994","-4,556","5,021","0,004","0,262","2,11","0,262"
"80,481","51,934","51,934","-4,555","5,046","-0,002","0,112","2,171","0,112"
"80,714","50,874","50,874","-4,556","5,035","0,019","0,608","2,145","0,607"
"80,946","49,814","49,814","-4,551","4,973","-0,017","0,126","2,003","0,125"
"81,179","48,754","48,754","-4,555","4,965","0,0001823","0,002","1,974","0,002"
"81,412","47,694","47,694","-4,555","4,965","0,013","0,478","1,975","0,477"
"81,644","46,635","46,635","-4,552","5,007","-0,009","0,17","2,086","0,169"
"81,877","45,576","45,576","-4,555","5,026","0,009","0,435","2,125","0,435"
"82,11","44,517","44,517","-4,552","5,068","-0,008","0,134","2,226","0,134"
"82,342","43,457","43,457","-4,554","5,083","0,016","0,567","2,257","0,566"
"82,575","42,398","42,398","-4,55","5,139","-0,015","0,113","2,389","0,112"
"82,808","41,339","41,339","-4,554","5,155","0,002","0,189","2,415","0,189"
"83,04","40,28","40,28","-4,553","5,134","0,0002249","0,144","2,371","0,144"
"83,273","39,221","39,221","-4,553","5,149","0,001","0,149","2,405","0,149"
"83,505","38,163","38,163","-4,553","5,133","0,081","1,275","2,37","1,272"
"83,738","37,106","37,106","-4,534","4,986","-0,079","0,167","2,074","0,148"
"83,971","36,046","36,046","-4,553","4,989","2,676E-05","0,018","2,04","0,018"
"84,471","33,769","33,769","-4,553","4,985","0,007","0,297","2,031","0,297"
"84,704","32,711","32,711","-4,551","5,012","0,006","0,431","2,1","0,431"
"84,936","31,653","31,653","-4,55","5,054","-0,005","0,251","2,2","0,251"
"85,169","30,595","30,595","-4,551","5,08","-0,002","0,096","2,258","0,096"
"85,401","29,537","29,537","-4,551","5,071","0,001","0,136","2,236","0,136"
"85,633","28,48","28,48","-4,551","5,057","0,005","0,321","2,204","0,321"
"85,866","27,422","27,422","-4,55","5,024","-0,004","0,082","2,13","0,082"
"86,098","26,365","26,365","-4,551","5,016","0,016","0,548","2,111","0,548"
"86,331","25,308","25,308","-4,547","5,068","-0,014","0,099","2,238","0,098"
"86,563","24,25","24,25","-4,55","5,061","0,002","0,196","2,215","0,196"
"86,795","23,193","23,193","-4,55","5,041","0,013","0,529","2,17","0,529"
"87,028","22,136","22,136","-4,547","4,986","0,002","0,544","2,047","0,544"
"87,26","21,079","21,079","-4,546","4,935","-0,014","0,054","1,92","0,052"
"87,493","20,022","20,022","-4,549","4,933","0,006","0,333","1,908","0,333"
"87,725","18,965","18,965","-4,548","4,963","0,006","0,449","1,986","0,449"
"87,957","17,909","17,909","-4,547","5,004","-0,008","0,137","2,09","0,137"
"88,19","16,852","16,852","-4,549","5,019","6,27E-06","0,001","2,122","0,001"
"88,69","14,578","14,578","-4,549","5,019","0,005","0,22","2,122","0,22"
"88,922","13,521","13,521","-4,548","5,04","-0,001","0,04","2,173","0,04"
"89,154","12,465","12,465","-4,548","5,045","0,00097","0,043","2,183","0,043"
"89,386","11,409","11,409","-4,548","5,04","0,011","0,448","2,173","0,448"
"89,619","10,354","10,354","-4,545","4,994","-0,0008985","0,405","2,069","0,405"
"89,851","9,298","9,298","-4,545","4,956","-0,004","0,252","1,975","0,252"
"90,083","8,242","8,242","-4,546","4,98","-0,001","0,157","2,033","0,157"
"90,315","7,186","7,186","-4,547","4,995","-0,0001453","0,054","2,07","0,054"
"90,548","6,131","6,131","-4,547","5,001","0,02","0,621","2,082","0,621"
"90,78","5,076","5,076","-4,542","5,058","-0,002","0,571","2,226","0,571"
"91,012","4,02","4,02","-4,542","5,002","-0,015","0,062","2,094","0,06"
"91,244","2,965","2,965","-4,546","5,011","0,008","0,372","2,107","0,372"
"91,476","1,91","1,91","-4,544","4,973","-0,004","0,207","2,021","0,207"
# Event GROUND_HIT occurred at t=91.897 seconds,,,,,,,,
# Event SIMULATION_END occurred at t=91.897 seconds,,,,,,,,
"91,897",0,0,"-4,546","4,94","0,01","0,376","1,934","0,376"
